INFO_TIME,COUNTY_ID,COUNTY_ID_NM,TOWN_ID,TOWN_ID_NM,V_ID,V_ID_NM,fld0101,fld0201,fld0301,fld0401
╕ъо╞о╔╢б,┐делеN╜X,┐делжW║┘,╢m┬эел░╧еN╜X,╢m┬эел░╧жW║┘,з°и╜еN╜X,з°и╜жW║┘,дс╝╞,дHдf╝╞,иkй╩дHдf╝╞,дkй╩дHдf╝╞
"103Y3M","10005","н]о▀┐д","10005010","н]о▀ел","10005010-001","ддн]и╜",537,1442,700,742
"103Y3M","10005","н]о▀┐д","10005010","н]о▀ел","10005010-021","дхдsи╜",1358,4440,2241,2199
"103Y3M","10005","н]о▀┐д","10005010","н]о▀ел","10005010-028","дх╕tи╜",1216,4045,2056,1989
"103Y3M","10005","н]о▀┐д","10005010","н]о▀ел","10005010-023","дЇ╖╜и╜",1041,2883,1420,1463
"103Y3M","10005","н]о▀┐д","10005010","н]о▀ел","10005010-016","е_н]и╜",2163,6350,3124,3226
"103Y3M","10005","н]о▀┐д","10005010","н]о▀ел","10005010-010","е╔н]и╜",413,1168,582,586
"103Y3M","10005","н]о▀┐д","10005010","н]о▀ел","10005010-004","е╔▓Mи╜",952,2828,1415,1413
"103Y3M","10005","н]о▀┐д","10005010","н]о▀ел","10005010-005","е╔╡╪и╜",1400,4542,2289,2253
"103Y3M","10005","н]о▀┐д","10005010","н]о▀ел","10005010-003","лCн]и╜",486,1276,612,664
"103Y3M","10005","н]о▀┐д","10005010","н]о▀ел","10005010-027","лn╢╒и╜",792,2413,1272,1141
"103Y3M","10005","н]о▀┐д","10005010","н]о▀ел","10005010-002","л╪е\и╜",1878,5373,2604,2769
"103Y3M","10005","н]о▀┐д","10005010","н]о▀ел","10005010-014","ое╖qи╜",603,1630,793,837
"103Y3M","10005","н]о▀┐д","10005010","н]о▀ел","10005010-009","░кн]и╜",1244,3717,1911,1806
"103Y3M","10005","н]о▀┐д","10005010","н]о▀ел","10005010-017","▓M╡╪и╜",1331,3768,1847,1921
"103Y3M","10005","н]о▀┐д","10005010","н]о▀ел","10005010-013","│╙зQи╜",1488,4553,2273,2280
"103Y3M","10005","н]о▀┐д","10005010","н]о▀ел","10005010-020","╖sдtи╜",517,1473,784,689
"103Y3M","10005","н]о▀┐д","10005010","н]о▀ел","10005010-012","╖sн]и╜",383,1058,528,530
"103Y3M","10005","н]о▀┐д","10005010","н]о▀ел","10005010-024","╖sн^и╜",698,2123,1097,1026
"103Y3M","10005","н]о▀┐д","10005010","н]о▀ел","10005010-018","╣┼▓▒и╜",1339,4335,2167,2168
"103Y3M","10005","н]о▀┐д","10005010","н]о▀ел","10005010-026","╣┼╖sи╜",1074,3587,1795,1792
"103Y3M","10005","н]о▀┐д","10005010","н]о▀ел","10005010-025","║╓жwи╜",1376,4192,2104,2088
"103Y3M","10005","н]о▀┐д","10005010","н]о▀ел","10005010-019","║╓мPи╜",1642,4952,2437,2515
"103Y3M","10005","н]о▀┐д","10005010","н]о▀ел","10005010-022","║╓─Rи╜",2187,6338,3190,3148
"103Y3M","10005","н]о▀┐д","10005010","н]о▀ел","10005010-008","║ён]и╜",407,1057,557,500
"103Y3M","10005","н]о▀┐д","10005010","н]о▀ел","10005010-007","║√▓╗и╜",1358,4183,2079,2104
"103Y3M","10005","н]о▀┐д","10005010","н]о▀ел","10005010-006","║√╖sи╜",1415,4655,2372,2283
"103Y3M","10005","н]о▀┐д","10005020","нb╕╠┬э","10005020-021","дWБFи╜",555,2030,1083,947
"103Y3M","10005","н]о▀┐д","10005020","нb╕╠┬э","10005020-024","дsмaи╜",483,1789,939,850
"103Y3M","10005","н]о▀┐д","10005020","нb╕╠┬э","10005020-014","дsЧги╜",557,1731,890,841
"103Y3M","10005","н]о▀┐д","10005020","нb╕╠┬э","10005020-010","дде┐и╜",752,2630,1374,1256
"103Y3M","10005","н]о▀┐д","10005020","нb╕╠┬э","10005020-012","дЇйYи╜",248,813,440,373
"103Y3M","10005","н]о▀┐д","10005020","нb╕╠┬э","10005020-022","е╔е╨и╜",603,2143,1133,1010
"103Y3M","10005","н]о▀┐д","10005020","нb╕╠┬э","10005020-025","е╨д▀и╜",625,2226,1159,1067
"103Y3M","10005","н]о▀┐д","10005020","нb╕╠┬э","10005020-017","е█┬эи╜",206,695,377,318
"103Y3M","10005","н]о▀┐д","10005020","нb╕╠┬э","10005020-004","жшени╜",529,1899,948,951
"103Y3M","10005","н]о▀┐д","10005020","нb╕╠┬э","10005020-006","жш╢╒и╜",713,2427,1242,1185
"103Y3M","10005","н]о▀┐д","10005020","нb╕╠┬э","10005020-008","й╨╕╠и╜",809,2857,1494,1363
"103Y3M","10005","н]о▀┐д","10005020","нb╕╠┬э","10005020-019","к└нdи╜",781,2854,1460,1394
"103Y3M","10005","н]о▀┐д","10005020","нb╕╠┬э","10005020-023","лn╢╒и╜",294,879,481,398
"103Y3M","10005","н]о▀┐д","10005020","нb╕╠┬э","10005020-009","л╚╔▄и╜",1513,4962,2498,2464
"103Y3M","10005","н]о▀┐д","10005020","нb╕╠┬э","10005020-003","нbе_и╜",367,1059,557,502
"103Y3M","10005","н]о▀┐д","10005020","нb╕╠┬э","10005020-011","нbз|и╜",366,1187,626,561
"103Y3M","10005","н]о▀┐д","10005020","нb╕╠┬э","10005020-001","нbкFи╜",844,2715,1378,1337
"103Y3M","10005","н]о▀┐д","10005020","нb╕╠┬э","10005020-002","нbлnи╜",664,2094,1032,1062
"103Y3M","10005","н]о▀┐д","10005020","нb╕╠┬э","10005020-005","нb┤фи╜",438,1569,827,742
"103Y3M","10005","н]о▀┐д","10005020","нb╕╠┬э","10005020-020","оїе╨и╜",578,2034,1096,938
"103Y3M","10005","н]о▀┐д","10005020","нb╕╠┬э","10005020-007","о№йди╜",420,1386,726,660
"103Y3M","10005","н]о▀┐д","10005020","нb╕╠┬э","10005020-013","╖s┤_и╜",481,1646,827,819
"103Y3M","10005","н]о▀┐д","10005020","нb╕╠┬э","10005020-016","║╓е╨и╜",428,1521,807,714
"103Y3M","10005","н]о▀┐д","10005020","нb╕╠┬э","10005020-018","┐╝оHи╜",346,1010,542,468
"103Y3M","10005","н]о▀┐д","10005020","нb╕╠┬э","10005020-015","┬┬к└и╜",688,2320,1173,1147
"103Y3M","10005","н]о▀┐д","10005180","оїжw╢m","10005180-001","дKиЎз°",0,0,0,0
"103Y3M","10005","н]о▀┐д","10005180","оїжw╢m","10005180-008","дhкLз°",215,722,366,356
"103Y3M","10005","н]о▀┐д","10005180","оїжw╢m","10005180-004","дj┐│з°",204,555,291,264
"103Y3M","10005","н]о▀┐д","10005180","оїжw╢m","10005180-005","дд┐│з°",205,646,338,308
"103Y3M","10005","н]о▀┐д","10005180","оїжw╢m","10005180-006","▒Ў╢щз°",181,599,320,279
"103Y3M","10005","н]о▀┐д","10005180","оїжw╢m","10005180-003","▓Mжwз°",377,1029,561,468
"103Y3M","10005","н]о▀┐д","10005180","оїжw╢m","10005180-007","╢H╗єз°",266,813,436,377
"103Y3M","10005","н]о▀┐д","10005180","оїжw╢m","10005180-002","└AдЇз°",419,1304,709,595
"103Y3M","10005","н]о▀┐д","10005030","│q╛]┬э","10005030-013","дне_и╜",513,1805,959,846
"103Y3M","10005","н]о▀┐д","10005030","│q╛]┬э","10005030-012","днлnи╜",495,1649,854,795
"103Y3M","10005","н]о▀┐д","10005030","│q╛]┬э","10005030-021","д║оqи╜",292,954,511,443
"103Y3M","10005","н]о▀┐д","10005030","│q╛]┬э","10005030-014","д║┤Єи╜",656,2330,1232,1098
"103Y3M","10005","н]о▀┐д","10005030","│q╛]┬э","10005030-003","енд╕и╜",676,2294,1204,1090
"103Y3M","10005","н]о▀┐д","10005030","│q╛]┬э","10005030-024","енжwи╜",755,2608,1322,1286
"103Y3M","10005","н]о▀┐д","10005030","│q╛]┬э","10005030-023","е╒жши╜",300,885,493,392
"103Y3M","10005","н]о▀┐д","10005030","│q╛]┬э","10005030-022","е╒кFи╜",514,1698,879,819
"103Y3M","10005","н]о▀┐д","10005030","│q╛]┬э","10005030-005","ж`└Yи╜",268,892,478,414
"103Y3M","10005","н]о▀┐д","10005030","│q╛]┬э","10005030-011","йW│╗и╜",459,1478,795,683
"103Y3M","10005","н]о▀┐д","10005030","│q╛]┬э","10005030-009","лnйMи╜",336,966,531,435
"103Y3M","10005","н]о▀┐д","10005030","│q╛]┬э","10005030-007","л░е_и╜",279,849,448,401
"103Y3M","10005","н]о▀┐д","10005030","│q╛]┬э","10005030-008","л░лnи╜",407,1116,628,488
"103Y3M","10005","н]о▀┐д","10005030","│q╛]┬э","10005030-016","пQм▄и╜",399,1090,583,507
"103Y3M","10005","н]о▀┐д","10005030","│q╛]┬э","10005030-004","▒Ўлnи╜",537,1941,1036,905
"103Y3M","10005","н]о▀┐д","10005030","│q╛]┬э","10005030-002","│qжши╜",851,2513,1271,1242
"103Y3M","10005","н]о▀┐д","10005030","│q╛]┬э","10005030-001","│qкFи╜",482,1444,719,725
"103Y3M","10005","н]о▀┐д","10005030","│q╛]┬э","10005030-006","│qлnи╜",963,3402,1772,1630
"103Y3M","10005","н]о▀┐д","10005030","│q╛]┬э","10005030-019","│q╞Wи╜",820,2846,1486,1360
"103Y3M","10005","н]о▀┐д","10005030","│q╛]┬э","10005030-020","╖sоHи╜",432,1490,796,694
"103Y3M","10005","н]о▀┐д","10005030","│q╛]┬э","10005030-015","╖м╛Ёи╜",231,534,317,217
"103Y3M","10005","н]о▀┐д","10005030","│q╛]┬э","10005030-018","║╓╖╜и╜",305,1000,532,468
"103Y3M","10005","н]о▀┐д","10005030","│q╛]┬э","10005030-010","║╓┐│и╜",322,815,458,357
"103Y3M","10005","н]о▀┐д","10005030","│q╛]┬э","10005030-017","║╓└sи╜",219,512,297,215
"103Y3M","10005","н]о▀┐д","10005150","│y╛Ї╢m","10005150-004","дjжшз°",1218,4361,2271,2090
"103Y3M","10005","н]о▀┐д","10005150","│y╛Ї╢m","10005150-006","дj└sз°",182,604,336,268
"103Y3M","10005","н]о▀┐д","10005150","│y╛Ї╢m","10005150-002","ен┐│з°",191,570,302,268
"103Y3M","10005","н]о▀┐д","10005150","│y╛Ї╢m","10005150-001","│y╛Їз°",837,2506,1293,1213
"103Y3M","10005","н]о▀┐д","10005150","│y╛Ї╢m","10005150-007","┤┬╢зз°",459,1596,821,775
"103Y3M","10005","н]о▀┐д","10005150","│y╛Ї╢m","10005150-008","╜═дхз°",282,889,468,421
"103Y3M","10005","н]о▀┐д","10005150","│y╛Ї╢m","10005150-005","└AдЇз°",198,598,319,279
"103Y3M","10005","н]о▀┐д","10005150","│y╛Ї╢m","10005150-009","└sк@з°",388,1167,644,523
"103Y3M","10005","н]о▀┐д","10005150","│y╛Ї╢m","10005150-003","┬╫┤Єз°",376,1220,656,564
"103Y3M","10005","н]о▀┐д","10005170","╖р╝ц╢m","10005170-002","е├┐│з°",238,662,367,295
"103Y3M","10005","н]о▀┐д","10005170","╖р╝ц╢m","10005170-001","ж╩╣╪з°",165,400,247,153
"103Y3M","10005","н]о▀┐д","10005170","╖р╝ц╢m","10005170-007","ж╦дьз°",296,798,437,361
"103Y3M","10005","н]о▀┐д","10005170","╖р╝ц╢m","10005170-004","йM┐│з°",233,667,366,301
"103Y3M","10005","н]о▀┐д","10005170","╖р╝ц╢m","10005170-003","╖sй▒з°",386,1055,576,479
"103Y3M","10005","н]о▀┐д","10005170","╖р╝ц╢m","10005170-006","╖s┬╫з°",152,394,219,175
"103Y3M","10005","н]о▀┐д","10005170","╖р╝ц╢m","10005170-005","┬╫кLз°",258,700,394,306
"103Y3M","10005","н]о▀┐д","10005100","╗╔╞r╢m","10005100-005","дE┤Єз°",445,1502,833,669
"103Y3M","10005","н]о▀┐д","10005100","╗╔╞r╢m","10005100-007","дденз°",1180,3781,2004,1777
"103Y3M","10005","н]о▀┐д","10005100","╗╔╞r╢m","10005100-006","ж╦┤╦з°",449,1325,727,598
"103Y3M","10005","н]о▀┐д","10005100","╗╔╞r╢m","10005100-009","▓▒╢йз°",208,499,294,205
"103Y3M","10005","н]о▀┐д","10005100","╗╔╞r╢m","10005100-003","┤┬╢зз°",697,2065,1085,980
"103Y3M","10005","н]о▀┐д","10005100","╗╔╞r╢m","10005100-010","╖s╢йз°",275,687,393,294
"103Y3M","10005","н]о▀┐д","10005100","╗╔╞r╢m","10005100-001","║╓┐│з°",407,1269,654,615
"103Y3M","10005","н]о▀┐д","10005100","╗╔╞r╢m","10005100-002","╗╔╞rз°",1711,5531,2863,2668
"103Y3M","10005","н]о▀┐д","10005100","╗╔╞r╢m","10005100-004","╝╠╛Ёз°",484,1617,859,758
"103Y3M","10005","н]о▀┐д","10005100","╗╔╞r╢m","10005100-008","┐│╢йз°",257,699,376,323
"103Y3M","10005","н]о▀┐д","10005050","└Yеў┬э","10005050-021","дU┐│и╜",925,3029,1571,1458
"103Y3M","10005","н]о▀┐д","10005050","└Yеў┬э","10005050-006","дWоHи╜",910,3164,1657,1507
"103Y3M","10005","н]о▀┐д","10005050","└Yеў┬э","10005050-020","дW┐│и╜",739,2114,1125,989
"103Y3M","10005","н]о▀┐д","10005050","└Yеў┬э","10005050-007","дgд√и╜",288,1026,522,504
"103Y3M","10005","н]о▀┐д","10005050","└Yеў┬э","10005050-016","дsдUи╜",1401,4755,2376,2379
"103Y3M","10005","н]о▀┐д","10005050","└Yеў┬э","10005050-010","дп╖Rи╜",700,1934,952,982
"103Y3M","10005","н]о▀┐д","10005050","└Yеў┬э","10005050-032","дхд╞и╜",1271,4001,1965,2036
"103Y3M","10005","н]о▀┐д","10005050","└Yеў┬э","10005050-003","дц╖╪и╜",1132,3774,1947,1827
"103Y3M","10005","н]о▀┐д","10005050","└Yеў┬э","10005050-027","е┴е═и╜",891,2731,1387,1344
"103Y3M","10005","н]о▀┐д","10005050","└Yеў┬э","10005050-013","е┴▒┌и╜",918,2425,1188,1237
"103Y3M","10005","н]о▀┐д","10005050","└Yеў┬э","10005050-026","е┴┼vи╜",743,2314,1221,1093
"103Y3M","10005","н]о▀┐д","10005050","└Yеў┬э","10005050-018","е╨╝dи╜",1514,4542,2226,2316
"103Y3M","10005","н]о▀┐д","10005050","└Yеў┬э","10005050-031","жX┐│и╜",1026,3143,1607,1536
"103Y3M","10005","н]о▀┐д","10005050","└Yеў┬э","10005050-023","жyдUи╜",924,3215,1689,1526
"103Y3M","10005","н]о▀┐д","10005050","└Yеў┬э","10005050-022","жyдsи╜",487,1686,857,829
"103Y3M","10005","н]о▀┐д","10005050","└Yеў┬э","10005050-029","жие\и╜",1452,4878,2345,2533
"103Y3M","10005","н]о▀┐д","10005050","└Yеў┬э","10005050-030","ж█▒jи╜",946,2647,1268,1379
"103Y3M","10005","н]о▀┐д","10005050","└Yеў┬э","10005050-012","йMени╜",435,1272,642,630
"103Y3M","10005","н]о▀┐д","10005050","└Yеў┬э","10005050-009","й╛з╡и╜",1304,4122,1997,2125
"103Y3M","10005","н]о▀┐д","10005050","└Yеў┬э","10005050-014","кF╔▄и╜",1334,3710,1875,1835
"103Y3M","10005","н]о▀┐д","10005050","└Yеў┬э","10005050-011","лH╕qи╜",481,1112,589,523
"103Y3M","10005","н]о▀┐д","10005050","└Yеў┬э","10005050-028","л╪░ъи╜",1399,4751,2324,2427
"103Y3M","10005","н]о▀┐д","10005050","└Yеў┬э","10005050-015","лс╔▄и╜",1512,4587,2340,2247
"103Y3M","10005","н]о▀┐д","10005050","└Yеў┬э","10005050-001","мyкFи╜",774,2781,1475,1306
"103Y3M","10005","н]о▀┐д","10005050","└Yеў┬э","10005050-002","м└┤Єи╜",673,2165,1143,1022
"103Y3M","10005","н]о▀┐д","10005050","└Yеў┬э","10005050-004","╖s╡╪и╜",1283,4558,2369,2189
"103Y3M","10005","н]о▀┐д","10005050","└Yеў┬э","10005050-024","╝s┐│и╜",326,1095,576,519
"103Y3M","10005","н]о▀┐д","10005050","└Yеў┬э","10005050-005","┐│╢йи╜",1580,4946,2581,2365
"103Y3M","10005","н]о▀┐д","10005050","└Yеў┬э","10005050-008","└Yеўи╜",1336,4061,1984,2077
"103Y3M","10005","н]о▀┐д","10005050","└Yеў┬э","10005050-025","└▌з|и╜",760,2673,1387,1286
"103Y3M","10005","н]о▀┐д","10005050","└Yеў┬э","10005050-017","┬╧очи╜",2439,6864,3353,3511
"103Y3M","10005","н]о▀┐д","10005050","└Yеў┬э","10005050-019","─кж╦и╜",519,1670,891,779
"103Y3M","10005","н]о▀┐д","10005120","└Yл╬╢m","10005120-003","е_з|з°",298,907,466,441
"103Y3M","10005","н]о▀┐д","10005120","└Yл╬╢m","10005120-005","ж▒м}з°",320,1052,561,491
"103Y3M","10005","н]о▀┐д","10005120","└Yл╬╢m","10005120-007","й·╝wз°",435,1246,669,577
"103Y3M","10005","н]о▀┐д","10005120","└Yл╬╢m","10005120-006","н╕╗ёз°",203,484,269,215
"103Y3M","10005","н]о▀┐д","10005120","└Yл╬╢m","10005120-002","╢Hдsз°",686,2298,1185,1113
"103Y3M","10005","н]о▀┐д","10005120","└Yл╬╢m","10005120-004","╖р╝цз°",606,2079,1104,975
"103Y3M","10005","н]о▀┐д","10005120","└Yл╬╢m","10005120-008","╗я╗ёз°",156,379,211,168
"103Y3M","10005","н]о▀┐д","10005120","└Yл╬╢m","10005120-001","└Yл╬з°",926,2949,1534,1415
"103Y3M","10003","оч╢щ┐д","10003080","дK╝wел","10003080-036","дjдdи╜",878,2493,1192,1301
"103Y3M","10003","оч╢щ┐д","10003080","дK╝wел","10003080-026","дjдпи╜",1558,4783,2359,2424
"103Y3M","10003","оч╢щ┐д","10003080","дK╝wел","10003080-030","дjе┐и╜",1800,4898,2325,2573
"103Y3M","10003","оч╢щ┐д","10003080","дK╝wел","10003080-018","дjжPи╜",609,1825,905,920
"103Y3M","10003","оч╢щ┐д","10003080","дK╝wел","10003080-015","дjжwи╜",1102,3671,1874,1797
"103Y3M","10003","оч╢щ┐д","10003080","дK╝wел","10003080-019","дjжии╜",1248,3928,1996,1932
"103Y3M","10003","оч╢щ┐д","10003080","дK╝wел","10003080-034","дjж╦и╜",544,1760,905,855
"103Y3M","10003","оч╢щ┐д","10003080","дK╝wел","10003080-042","дjз╗и╜",1237,3796,1878,1918
"103Y3M","10003","оч╢щ┐д","10003080","дK╝wел","10003080-017","дjйMи╜",2865,7537,3696,3841
"103Y3M","10003","оч╢щ┐д","10003080","дK╝wел","10003080-021","дjй╛и╜",790,2193,1083,1110
"103Y3M","10003","оч╢щ┐д","10003080","дK╝wел","10003080-029","дjйўи╜",1110,3347,1660,1687
"103Y3M","10003","оч╢щ┐д","10003080","дK╝wел","10003080-033","дjй·и╜",1434,4056,2018,2038
"103Y3M","10003","оч╢щ┐д","10003080","дK╝wел","10003080-024","дjлHи╜",1218,4307,2584,1723
"103Y3M","10003","оч╢щ┐д","10003080","дK╝wел","10003080-023","дjлiи╜",1613,4437,2166,2271
"103Y3M","10003","оч╢щ┐д","10003080","дK╝wел","10003080-031","дj▒jи╜",1093,3580,1828,1752
"103Y3M","10003","оч╢щ┐д","10003080","дK╝wел","10003080-027","дj┤╝и╜",1493,3604,1787,1817
"103Y3M","10003","оч╢щ┐д","10003080","дK╝wел","10003080-032","дj╡oи╜",739,2282,1219,1063
"103Y3M","10003","оч╢щ┐д","10003080","дK╝wел","10003080-025","дj╡╪и╜",965,2818,1449,1369
"103Y3M","10003","оч╢щ┐д","10003080","дK╝wел","10003080-048","дj╢╢и╜",1008,3020,1574,1446
"103Y3M","10003","оч╢щ┐д","10003080","дK╝wел","10003080-014","дj┘їи╜",1572,4307,2221,2086
"103Y3M","10003","оч╢щ┐д","10003080","дK╝wел","10003080-041","дj╖Rи╜",952,2788,1397,1391
"103Y3M","10003","оч╢щ┐д","10003080","дK╝wел","10003080-020","дj╕qи╜",1604,4421,2190,2231
"103Y3M","10003","оч╢щ┐д","10003080","дK╝wел","10003080-037","дj║aи╜",823,2220,1133,1087
"103Y3M","10003","оч╢щ┐д","10003080","дK╝wел","10003080-043","дj║~и╜",1633,4420,2127,2293
"103Y3M","10003","оч╢щ┐д","10003080","дK╝wел","10003080-022","дj║╓и╜",2193,6148,2976,3172
"103Y3M","10003","оч╢щ┐д","10003080","дK╝wел","10003080-035","дj╝yи╜",601,1679,852,827
"103Y3M","10003","оч╢щ┐д","10003080","дK╝wел","10003080-016","дj┐│и╜",1336,4082,2065,2017
"103Y3M","10003","оч╢щ┐д","10003080","дK╝wел","10003080-047","е├┬╫и╜",1074,3448,1767,1681
"103Y3M","10003","оч╢щ┐д","10003080","дK╝wел","10003080-013","е╒╞Oи╜",1174,3762,1956,1806
"103Y3M","10003","оч╢щ┐д","10003080","дK╝wел","10003080-009","ж╦╢щи╜",1307,4014,2096,1918
"103Y3M","10003","оч╢щ┐д","10003080","дK╝wел","10003080-038","нXй·и╜",1989,4815,2344,2471
"103Y3M","10003","оч╢щ┐д","10003080","дK╝wел","10003080-011","нX╨ди╜",965,3058,1557,1501
"103Y3M","10003","оч╢щ┐д","10003080","дK╝wел","10003080-012","░кй·и╜",1489,4274,2159,2115
"103Y3M","10003","оч╢щ┐д","10003080","дK╝wел","10003080-039","░кл░и╜",1279,3506,1738,1768
"103Y3M","10003","оч╢щ┐д","10003080","дK╝wел","10003080-046","│░е·и╜",2004,5104,2537,2567
"103Y3M","10003","оч╢щ┐д","10003080","дK╝wел","10003080-028","╖чоїи╜",1542,4658,2352,2306
"103Y3M","10003","оч╢щ┐д","10003080","дK╝wел","10003080-006","╖ч▓╗и╜",1295,3854,1994,1860
"103Y3M","10003","оч╢щ┐д","10003080","дK╝wел","10003080-004","╖ч╡oи╜",1285,3934,1944,1990
"103Y3M","10003","оч╢щ┐д","10003080","дK╝wел","10003080-005","╖ч╝wи╜",1474,4214,2081,2133
"103Y3M","10003","оч╢щ┐д","10003080","дK╝wел","10003080-040","╖ч┐│и╜",883,2840,1460,1380
"103Y3M","10003","оч╢щ┐д","10003080","дK╝wел","10003080-003","╖ч┬╫и╜",675,1928,992,936
"103Y3M","10003","оч╢щ┐д","10003080","дK╝wел","10003080-002","║╓┐│и╜",2004,5668,2904,2764
"103Y3M","10003","оч╢щ┐д","10003080","дK╝wел","10003080-008","╝s╢йи╜",1667,4859,2471,2388
"103Y3M","10003","оч╢щ┐д","10003080","дK╝wел","10003080-044","╝s╝wи╜",984,3002,1570,1432
"103Y3M","10003","оч╢щ┐д","10003080","дK╝wел","10003080-007","╝s┐│и╜",1190,3695,1943,1752
"103Y3M","10003","оч╢щ┐д","10003080","дK╝wел","10003080-010","╛]╕╠и╜",734,2436,1281,1155
"103Y3M","10003","оч╢щ┐д","10003080","дK╝wел","10003080-001","┐│дпи╜",2267,5648,3005,2643
"103Y3M","10003","оч╢щ┐д","10003080","дK╝wел","10003080-045","└sд═и╜",882,2661,1335,1326
"103Y3M","10003","оч╢щ┐д","10003060","дj╢щ╢m","10003060-010","дTе█з°",1108,3546,1823,1723
"103Y3M","10003","оч╢щ┐д","10003060","дj╢щ╢m","10003060-008","дjо№з°",751,1916,979,937
"103Y3M","10003","оч╢щ┐д","10003060","дj╢щ╢m","10003060-001","дj╢щз°",2468,7697,3880,3817
"103Y3M","10003","оч╢щ┐д","10003060","дj╢щ╢m","10003060-006","дн┼vз°",1713,5482,2884,2598
"103Y3M","10003","оч╢щ┐д","10003060","дj╢щ╢m","10003060-017","д║о№з°",816,2558,1344,1214
"103Y3M","10003","оч╢щ┐д","10003060","дj╢щ╢m","10003060-018","е_┤фз°",1010,3137,1639,1498
"103Y3M","10003","оч╢щ┐д","10003060","дj╢щ╢m","10003060-002","е╨д▀з°",2366,7411,3763,3648
"103Y3M","10003","оч╢щ┐д","10003060","дj╢щ╢m","10003060-016","ж`└Yз°",1024,3054,1571,1483
"103Y3M","10003","оч╢щ┐д","10003060","дj╢щ╢m","10003060-012","ж╦│Єз°",1435,3784,1925,1859
"103Y3M","10003","оч╢щ┐д","10003060","дj╢щ╢m","10003060-014","иF▒[з°",1260,3323,1771,1552
"103Y3M","10003","оч╢щ┐д","10003060","дj╢щ╢m","10003060-004","йMенз°",587,1916,1027,889
"103Y3M","10003","оч╢щ┐д","10003060","дj╢щ╢m","10003060-019","лn┤фз°",2087,5456,2796,2660
"103Y3M","10003","оч╢щ┐д","10003060","дj╢щ╢m","10003060-015","лснэз°",1007,2992,1552,1440
"103Y3M","10003","оч╢щ┐д","10003060","дj╢щ╢m","10003060-007","оHд▀з°",2391,7179,3720,3459
"103Y3M","10003","оч╢щ┐д","10003060","дj╢щ╢m","10003060-013","о№дfз°",779,2214,1168,1046
"103Y3M","10003","оч╢щ┐д","10003060","дj╢щ╢m","10003060-003","╖╦о№з°",1689,5301,2771,2530
"103Y3M","10003","оч╢щ┐д","10003060","дj╢щ╢m","10003060-005","╛юоpз°",3111,8965,4594,4371
"103Y3M","10003","оч╢щ┐д","10003060","дj╢щ╢m","10003060-011","Щ┘кLз°",2615,7696,3904,3792
"103Y3M","10003","оч╢щ┐д","10003030","дj╖╦┬э","10003030-003","д@д▀и╜",2012,5796,2935,2861
"103Y3M","10003","оч╢щ┐д","10003030","дj╖╦┬э","10003030-004","д@╝wи╜",2146,6552,3262,3290
"103Y3M","10003","оч╢щ┐д","10003030","дj╖╦┬э","10003030-024","дTд╕и╜",1153,3460,1744,1716
"103Y3M","10003","оч╢щ┐д","10003030","дj╖╦┬э","10003030-014","дд╖sи╜",580,1715,946,769
"103Y3M","10003","оч╢щ┐д","10003030","дj╖╦┬э","10003030-026","дпдхи╜",1416,4238,2149,2089
"103Y3M","10003","оч╢щ┐д","10003030","дj╖╦┬э","10003030-027","дпйMи╜",1760,5575,2831,2744
"103Y3M","10003","оч╢щ┐д","10003030","дj╖╦┬э","10003030-019","дпкZи╜",1151,3486,1768,1718
"103Y3M","10003","оч╢щ┐д","10003030","дj╖╦┬э","10003030-017","дп╡╜и╜",2543,7687,3929,3758
"103Y3M","10003","оч╢щ┐д","10003030","дj╖╦┬э","10003030-018","дп╖Rи╜",1845,5825,2969,2856
"103Y3M","10003","оч╢щ┐д","10003030","дj╖╦┬э","10003030-015","дп╕qи╜",1328,3455,1663,1792
"103Y3M","10003","оч╢щ┐д","10003030","дj╖╦┬э","10003030-005","дым▄и╜",449,1468,786,682
"103Y3M","10003","оч╢щ┐д","10003030","дj╖╦┬э","10003030-006","е├║╓и╜",423,1070,591,479
"103Y3M","10003","оч╢щ┐д","10003030","дj╖╦┬э","10003030-025","е╨д▀и╜",1684,5575,2851,2724
"103Y3M","10003","оч╢щ┐д","10003030","дj╖╦┬э","10003030-023","е·й·и╜",994,2912,1451,1461
"103Y3M","10003","оч╢щ┐д","10003030","дj╖╦┬э","10003030-021","лn┐│и╜",1791,5818,3099,2719
"103Y3M","10003","оч╢щ┐д","10003030","дj╖╦┬э","10003030-007","м№╡╪и╜",1177,3589,1907,1682
"103Y3M","10003","оч╢щ┐д","10003030","дj╖╦┬э","10003030-020","н√кLи╜",576,1840,929,911
"103Y3M","10003","оч╢щ┐д","10003030","дj╖╦┬э","10003030-011","▒dжwи╜",483,1478,782,696
"103Y3M","10003","оч╢щ┐д","10003030","дj╖╦┬э","10003030-009","┤_┐│и╜",390,1072,618,454
"103Y3M","10003","оч╢щ┐д","10003030","дj╖╦┬э","10003030-010","╖sоpи╜",366,982,541,441
"103Y3M","10003","оч╢щ┐д","10003030","дj╖╦┬э","10003030-022","╖ч╖╜и╜",1457,4471,2320,2151
"103Y3M","10003","оч╢щ┐д","10003030","дj╖╦┬э","10003030-013","╖ч┐│и╜",944,3127,1721,1406
"103Y3M","10003","оч╢щ┐д","10003030","дj╖╦┬э","10003030-012","╕qйMи╜",662,2075,1110,965
