COUNTY_ID,COUNTY_ID_NM,TOWN_ID,TOWN_ID_NM,fld0101,fld0201,fld0301,fld0401,INFO_TIME
縣市代碼,縣市名稱,鄉鎮市區代碼,鄉鎮市區名稱,戶數,人口數,男性人口數,女性人口數,資料時間
"10002","宜蘭縣","10002100","三星鄉",7905,21146,11489,9657,"102Y9M"
"10002","宜蘭縣","10002110","大同鄉",1865,5969,3253,2716,"102Y9M"
"10002","宜蘭縣","10002090","五結鄉",13729,39158,20281,18877,"102Y9M"
"10002","宜蘭縣","10002080","冬山鄉",18362,53658,27558,26100,"102Y9M"
"10002","宜蘭縣","10002060","壯圍鄉",8379,24482,12979,11503,"102Y9M"
"10002","宜蘭縣","10002010","宜蘭市",34856,96151,47113,49038,"102Y9M"
"10002","宜蘭縣","10002120","南澳鄉",1869,5898,3132,2766,"102Y9M"
"10002","宜蘭縣","10002070","員山鄉",11179,32218,17194,15024,"102Y9M"
"10002","宜蘭縣","10002040","頭城鎮",9994,30089,15555,14534,"102Y9M"
"10002","宜蘭縣","10002050","礁溪鄉",13068,36000,18844,17156,"102Y9M"
"10002","宜蘭縣","10002020","羅東鎮",25592,72312,34521,37791,"102Y9M"
"10002","宜蘭縣","10002030","蘇澳鎮",13849,41499,21178,20321,"102Y9M"
"10015","花蓮縣","10015030","玉里鎮",8943,25786,13875,11911,"102Y9M"
"10015","花蓮縣","10015070","光復鄉",5029,13491,7189,6302,"102Y9M"
